gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SLITRK4,69.4920324803663,-1.00735878950702,0.186024591702892,-5.41519150928129,6.12231420413637e-8,7.99693026231334e-6
MID2,79.6105587283204,1.21350298390989,0.191492104271663,6.33709148753378,2.34142974026126e-10,5.18760060048011e-8
PAGE1,96.0789428887578,-2.74156548488905,0.309684934779892,-8.8527570346217,8.5383403497841195e-19,8.340760269214729e-16
MAGEB2,51.2497933491462,1.69678236824067,0.250721414040008,6.76760050487715,1.3093569293002599e-11,4.02064461991974e-9
ASS1,21.6153036720887,3.79268629319131,0.566026716891135,6.70054288960492,2.07646641522596e-11,5.861998655758051e-9
HSD17B3,16.4782239966624,-1.35209868914532,0.461341221210459,-2.93079964889697,0.00338090752757325,0.0482327989230288
RORB,15.682084347094,1.37765069403431,0.436005666725987,3.15970823126964,0.00157927203081229,0.0286445578811476
GDA,114.050651399286,1.04055293051267,0.211054434248263,4.93025855731924,8.21208545269381e-7,7.18680658392498e-5
AARD,14.5575148981927,1.4562550173252,0.455807690144465,3.19488909207226,0.00139884585203113,0.0261855789537291
LINC01419,174.309101519712,1.00958861019666,0.169606894371706,5.95252105721642,2.6404314912646404e-9,4.71586452975561e-7
SCARA3,99.7235099771692,1.23672974760543,0.176928300036573,6.99000525834357,2.74875941377532e-12,1.0236497025385e-9
KBTBD11-OT1,15.4246762818818,7.29206432444653,1.15488422045362,6.31410854464902,2.71723180963729e-10,5.94496354551018e-8
OR2A1-AS1,23.3717079839333,2.21042832323905,0.5246862110775,4.21285765962802,2.52159980839686e-5,0.00120919346428412
DGKI,148.989041563399,-1.39687006707106,0.161689971349157,-8.63918804249541,5.6613927605726296e-18,4.54261248898462e-15
CPA4,399.270248721367,1.45260525588466,0.205199205807681,7.07900037998241,1.4519798754916999e-12,6.05095327636458e-10
UFSP1,32.34763810936,-1.18618015215143,0.307261172425376,-3.86049477969597,1.1315765844083e-4,0.00390650590865857
CDK6-AS1,16.0553477313002,-1.22720817898068,0.408536145883997,-3.00391578895724,0.00266529085503666,0.0415040799250059
GTF2IRD2,73.77618579944,-1.05067180955602,0.252149206854667,-4.1668654153713,3.08816692937737e-5,0.00142617904392855
ADCY1,55.0585769186219,1.02889138356616,0.213689326477496,4.8148936614039,1.47278296601576e-6,1.1879318089481e-4
RAET1E,16.4892707474917,2.11327997655046,0.497089950264042,4.25130295920876,2.12530443776802e-5,0.00106894263144407
DDO,55.5059925684681,1.15109966930736,0.21760097650619,5.28995635860398,1.22345548911416e-7,1.46023541527466e-5
PCDHGB7,41.4172482981924,1.02644015185464,0.260983906193496,3.93296340309058,8.39050161104557e-5,0.00309829007801963
IL7R,156.483412258189,1.23495309273522,0.197274856818169,6.2600633078826204,3.84821217897827e-10,8.21405582544593e-8
QNG1,80.9436355672642,1.2791168848396,0.207747808874676,6.15706558720547,7.41051649322542e-10,1.44118077978805e-7
GPC2,31.2879176556177,-1.28232541027513,0.279657962881933,-4.58533487500411,4.53259374221486e-6,3.0989839167963e-4
PROM1,25.2012719999455,1.99494638136504,0.555182619149071,3.59331562724838,3.2649669877864e-4,0.00876483392442127
FGFBP1,27.9692439765268,1.41005093913024,0.430259895754612,3.27720745773253,0.00104839308046208,0.0213869744607549
PARM1,36.4146033701841,1.0181338953099,0.266759217143454,3.81667747496192,1.3526079283593e-4,0.0044753679716584
TMEM271,47.4856756190692,-1.19304886496145,0.267021897324657,-4.46798137873649,7.89611774421793e-6,4.8155313197577e-4
ZNF141,49.7644426170559,1.00315909863371,0.223554842903544,4.48730649537546,7.21292732316939e-6,4.5088523906226e-4
LRRC15,137.468076231605,1.09636551880994,0.155204037046219,7.06402706833872,1.61745216305518e-12,6.58378260696625e-10
CSTA,40.6605062830819,2.24192438064148,0.293061921672367,7.65000231980964,2.00975687453228e-14,1.0992742054668299e-11
STAC,31.4751178887425,1.17485095331415,0.29946781613072,3.92312926475318,8.7406223600076e-5,0.00318606907513654
AKAP17A,818.493214899393,-1.01821916988201,0.216395959763438,-4.70535203612452,2.53428257070934e-6,1.9370108224945e-4
PCDHGB4,31.2259602275026,-1.09101510296814,0.321358599594261,-3.39500826909759,6.8626527818629e-4,0.0154392045810986
ADM2,77.1003047442481,2.02126374186205,0.224723934971115,8.99443017550336,2.37460801236838e-19,2.59767275253024e-16
CPED1,38.6607973418862,-1.00390732316083,0.280102999755121,-3.58406487627229,3.3828800094056e-4,0.00901209759538318
BEX4,32.906076126463,1.15733644057785,0.365127410365481,3.16967833069391,0.00152607779504877,0.0279111177081908
TRPM2,23.6980329819826,1.77693848074492,0.371590103768971,4.78198548002692,1.73572219281264e-6,1.3623473336681e-4
PLCB4,51.8416392306327,1.23250372662016,0.255465933196912,4.8245326145704,1.40331953767422e-6,1.1424326450191e-4
HDAC4-AS2,74.9424518009329,-1.19439171682981,0.186254335776504,-6.4126921494221,1.42972047846218e-10,3.34418140846613e-8
COL6A3,70.7717809124888,1.02364849335171,0.232513752205361,4.40252881234998,1.0699637513491e-5,6.1401887015945e-4
NGEF,34.0618943899682,1.28929097914753,0.316309842205542,4.07603813450021,4.5809509466228503e-05,0.00192741308698894
SCN9A,23.0374610577123,1.04381986539669,0.355392107140844,2.93709354941588,0.00331304146103632,0.0477661982640187
F11-AS1,21.2659493389391,1.13633390536324,0.348909525846669,3.25681536669371,0.0011266969382324,0.0223299965644953
ENSG00000310238,99.1166201798976,-1.01438759311515,0.335875216089754,-3.02013231260291,0.00252664281533729,0.0396982308768838
ARL10,31.1246584445792,1.09930358779482,0.314630007190222,3.49395659241806,4.7591839275742e-4,0.0117821776922675
GLIPR1,211.403332510898,1.1824356731198,0.185309191959365,6.3808797643405,1.76073512034382e-10,4.00235672875037e-8
OR51B4,43.3352161954604,2.17472748190373,0.279276455775311,7.78700616156983,6.86156072993188e-15,4.0032632485332495e-12
PAGE5,236.443888554526,-2.10313007135564,0.15789561636145,-13.3197495903954,1.7770252321443699e-40,7.77581815955575e-37
SHISA2,422.199503966934,-1.02737832571681,0.106248457733541,-9.66958342391529,4.0602741829242e-22,6.460634456702029e-19
DHRS2,895.979955670032,-1.13426490902838,0.101555816183443,-11.1688818194275,5.79052241439389e-29,1.4478787688448e-25
GCSAML,34.9853550312889,1.20033848967671,0.308864376847437,3.88629631532294,1.0178525369694e-4,0.00359908544536899
CHI3L2,52.3149240661898,1.1355115180294,0.307496877860865,3.6927578775066,2.218352071966e-4,0.00652003040305493
MRO,27.3649478030397,1.03950208516874,0.300085064552359,3.46402473151866,5.3215758258959e-4,0.0128296889367296
ENSG00000291214,44.8856025953678,1.14796953510892,0.271219143643036,4.23262723895263,2.30977159055954e-5,0.00113881499012855
BIRC3,225.816140951337,1.09106435922679,0.158730899534654,6.8736733832255,6.2569377598801e-12,2.07737400902212e-9
LYPD3,36.5264740784131,1.03855355021243,0.356008829051655,2.91721290446351,0.00353174611173854,0.0492061910750063
CDKN1C,92.9183980366356,-1.02087842945384,0.229667870348283,-4.44502066355961,8.78834199179106e-6,5.2143169451633e-4
RNF144B,36.4740342201016,1.20035617548032,0.307735668697929,3.90060788389981,9.59514551887684e-5,0.00343722434532989
ITGAX,52.2634612972033,1.01451528666419,0.258107313150448,3.9305948920279,8.47359418819264e-5,0.00310929390096301
SOHLH2,23.0152485666159,2.62222214623328,0.430378279451743,6.09283105451726,1.1093111870958401e-9,2.08777136642349e-7
RNF43,25.4555234197952,1.71829268716729,0.495097186244728,3.47061695139172,5.1926416234918e-4,0.0126231675466636
ARHGAP29,713.608712990138,1.1139395328723,0.127526880780673,8.73493906581237,2.43787511995684e-18,2.24579622234761e-15
KCNT2,19.4679731954825,1.17650026158277,0.381069230917029,3.087366195249,0.00201938660714414,0.0339858882546576
ENSG00000250993,24.6910702726905,-1.08529579573643,0.370237110261337,-2.93135335615158,0.00337488660717147,0.048220930845161
BNC1,23.6916833998834,2.03331041062596,0.357994508109473,5.67972514819748,1.34911356042222e-8,2.03564953862674e-6
H19,103.159839199972,-2.02493022671759,0.409809026298794,-4.94115575004736,7.76608385343213e-7,6.9351921268685e-5
PDCD1LG2,23.070131452065,1.09475414276563,0.359104798391497,3.04856450726711,0.00229937540903624,0.0374033157847224
ENSG00000249967,19.6118288170519,7.6371018621236,1.09110318687424,6.99943135901028,2.5700345437264097e-12,9.778981438878991e-10
VAT1L,621.335838516624,-1.30522441165626,0.13795243388118,-9.46140908815327,3.0382097145294502e-21,4.43148205278409e-18
ZSWIM5,30.6916608723944,1.08228017045443,0.310093195373791,3.49017710353119,4.827005412543e-4,0.0119163717539832
FNDC10,23.4870749351086,1.45516434777248,0.345021057347198,4.21761024953367,2.46905107679111e-5,0.00119380665737776
NUPR1,458.362356134435,1.68980775486466,0.162718202587235,10.3848723006803,2.9055789384459197e-25,5.65070535106876e-22
LCP1,44.1083923912817,1.01882555426459,0.255179528409016,3.99258342006009,6.53573292259031e-5,0.00254777134396655
ENSG00000272851,39.1463927459853,1.0448350673806,0.312787389497659,3.34040022859814,8.3657733545345e-4,0.0180550099906805
VWA1,42.973730370598,1.53365349580989,0.34057177199749,4.5031726699334,6.69464471847562e-6,4.233188907588e-4
ENSG00000271029,20.9256232469692,-1.31387425294985,0.39532109663588,-3.32356219825025,8.8875601099107e-4,0.0187892606437342
GPX1P2,37.7636640784533,-1.36210438224737,0.449409852245029,-3.03087343422262,0.00243847439783308,0.0388005612593385
ABHD17AP1,29.1795174349627,-1.00741527036024,0.337692136452292,-2.98323579857052,0.00285218163002854,0.0434858319428481
H2AJ,43.7031670122416,1.02635783448207,0.247022602984503,4.15491465996114,3.25408974663098e-5,0.00146794672255881
ENSG00000290398,14.1736032734205,1.38942795653067,0.445419183418804,3.11937161274947,0.00181237224694098,0.0316379996693356
OR51B5,190.266015302139,1.55467435571392,0.127885974215549,12.156722934241,5.28359896791707e-34,1.5413138789242099e-30
ARHGEF5,149.999697122865,1.56168730054636,0.169916802233339,9.19089389642444,3.8959022329940895e-20,4.8707126274354e-17
DKK1,2692.90531375804,1.04304371043316,0.162077064661105,6.4354800144864,1.23083724927914e-10,2.992131163074e-8
DFFBP1,19.7438213619405,-1.17254782770097,0.354237932201571,-3.31005722739416,9.3276898353052e-4,0.019505681623339
SOX9,205.296997579271,3.77529475584109,0.183296907381731,20.5966091287003,2.9434536383607293e-94,5.15192690322279e-90
LNCAROD,128.022047614345,1.71144227801903,0.158653339470501,10.7873069910214,3.95200719974e-27,8.64649775213115e-24
KCND3,55.1252414871438,1.11193255274456,0.242737628885115,4.58080009206496,4.63200444538342e-6,3.1424020855638e-4
ELOVL7,25.7513725334853,1.15953383990785,0.352123661454924,3.29297336940332,9.9133863801527e-4,0.0204134119778605
KIF26B,318.902066529219,-1.1917935531348,0.195169079364663,-6.10646705417921,1.0186065023452202e-9,1.93789887071178e-7
PPIAP31,759.823581311119,-1.02142669125646,0.20169341460063,-5.06425404755517,4.10002591154558e-7,4.05439285478996e-5
ACTA1,44.4492620053503,-1.09824028557095,0.368905528238241,-2.97702311704503,0.00291062062672999,0.0440697169806704
GALNT6,182.191911478781,1.00128575506578,0.134338446804658,7.45345639228474,9.092606138443481e-14,4.54708243546218e-11
H2AC19,20.6357766815092,-3.31812437992528,0.890759315777227,-3.72505156124028,1.952753040526e-4,0.00595453597009173
XAF1,25.0312582125307,1.38551926494285,0.319849931596028,4.33177915039471,1.47909265634036e-5,8.0443265310955e-4
ARHGEF34P,29.2755075049553,2.99682371787689,0.649014124648016,4.61750153666098,3.88387806625946e-6,2.7301011162144e-4
TTLL6,15.4160953250014,1.37484940600339,0.420413440180859,3.27023181136154,0.0010745938425599801,0.021619098880836
ANKRD1,29.9898498059556,2.68554780272153,0.460391471969387,5.83318320653015,5.4379801947631e-9,9.2408706164018e-7
KRT80,942.783129332089,1.20633265373416,0.0776051381534964,15.5444946357564,1.73384906169336e-54,1.51737800634095e-50
ENSG00000276170,23.900957584419,1.13888706028254,0.33435698528182,3.40620088831883,6.5873688696081e-4,0.015012853818327
GAL,24.2833735480518,1.05698276275319,0.340986612488911,3.09977789168354,0.00193665810149403,0.0330061604191334
GABRA2,15.4080575893321,1.57283283311633,0.4343434294484,3.62117330775273,2.9326996833312e-4,0.00810916944033917
MARCHF4,48.8041317448621,2.01641335304104,0.271363231729521,7.43068005267153,1.08040757651743e-13,5.1109118410228696e-11
CADM3-AS1,19.9802727642605,-1.5708487940306,0.403222378837127,-3.89573812485518,9.7900123117249e-5,0.00349569534792136
KRT81,191.069114635075,1.30017171434618,0.213829856386967,6.0804030658528,1.19880808073349e-9,2.23220615288066e-7
ABCB1,24.3005925903221,2.11889157850028,0.35498864681837,5.96889956197503,2.38859085423687e-9,4.31005213625855e-7
TCL6,17.2711352820945,1.39419511907345,0.408857871898717,3.40997499350781,6.4968836126066e-4,0.0148259392270475
ARFGEF3,38.4331431713913,1.34584574022856,0.278916167225138,4.8252697346949,1.39813915137653e-6,1.1424326450191e-4
GABRA5,79.6921397140981,1.00535295944296,0.203543947737256,4.93924270713621,7.84265488137052e-7,6.96801971515879e-5
SERPINB7,86.4289181074086,1.10625957751573,0.328534001626171,3.3672605332781,7.5918928408928e-4,0.0168055733425147
GOLGA8K,15.6920415879093,2.10431905315497,0.715487046940754,2.94110013892288,0.00327048786825952,0.0473868784421742
PLCB2,19.3343590790451,1.28577067372892,0.38833635594034,3.31097167200706,9.2972619938365e-4,0.0194797743702771
PGAP4,40.904367494788,2.21971346314208,0.289321175180639,7.67214311830511,1.6914606644841e-14,9.55020516466617e-12
CA12,39.6594958058979,1.63059381009242,0.281225780254037,5.79816618739388,6.704399629374221e-9,1.10704817653714e-6
IL21R,19.6040089286069,1.43744929655175,0.398457620696681,3.60753370468471,3.0912139256429e-4,0.00845398708445752
BRICD5,45.8056166166725,-1.01992794762141,0.313873272663181,-3.2494896394568,0.00115612289541001,0.0226856715676697
ITGB2,58.0445305639627,1.03889775385855,0.350145068716892,2.96704950798134,0.00300672539963638,0.0449800980084064
GBGT1,21.7090019123476,1.57653251739987,0.388220613268193,4.06091913597273,4.88799006612261e-5,0.00202256477842421
QPRT,15.0080027778156,3.46502595543501,0.698904820452816,4.95779375679515,7.12981908528932e-7,6.49964705467807e-5
WNT7B,59.609712202077,1.0180154503839,0.229189231484771,4.441811876539,8.92045347854811e-6,5.2570605129638e-4
ENSG00000239920,15.8553994833141,1.51126248512321,0.454761678627781,3.32319664595171,8.899215605128e-4,0.0187892606437342
ROPN1B,128.586922186276,-1.02690335709125,0.206292236720246,-4.97790597172997,6.42758657534289e-7,5.96383200657336e-5
TMEM100,20.6141118605876,1.19115748823071,0.352541416979676,3.37877319049688,7.2810050613107e-4,0.0162757894748559
RPS27AP1,121.758253160137,-1.01977002965649,0.345993031716559,-2.94737158317077,0.0032048783512792,0.0468141282060762
ADGRV1,77.1653708383023,1.33067482526148,0.213306219990051,6.23833109659692,4.42263800898104e-10,9.05953892259776e-8
ENSG00000284431,30.0071622252978,-3.46472022697086,0.707999332365161,-4.89367725163882,9.89690948548637e-7,8.45002959631551e-5
PCDH17,33.6956357111463,-2.46863724844463,0.378386564325425,-6.52411444060028,6.84044678157685e-11,1.81406575784757e-8
ALPK2,39.8022475569226,1.09308710642239,0.280009231399182,3.90375381897351,9.47121222761374e-5,0.00340399646036804
ENSG00000225649,40.7963553652515,-1.04728284938459,0.283434721661829,-3.6949701971734,2.1991258048536e-4,0.00649094417577631
ENSG00000267342,15.1232399921567,-1.20761470687506,0.405543161927079,-2.97777109873254,0.00290352739850776,0.0440003810009362
ADAT3,64.2368210449508,-1.04549812530828,0.302213462092798,-3.45946907218597,5.4124143055596e-4,0.0129594374268414
EPB41L3,254.220697835283,-1.42922896664996,0.112826536860552,-12.6674894614236,8.95342363726141e-37,3.13423547845973e-33
FUT1,14.8004498981618,1.24156683823673,0.406381299225732,3.05517709747535,0.00224927662106415,0.0369316029066471
FAM167A,86.2745921573834,1.17384065723641,0.274467351125461,4.27679522691147,1.89603058700404e-5,9.7320303121207e-4
ENSG00000309855,18.8195469512069,1.27865742290954,0.390308980793573,3.27601332746632,0.00105283592477367,0.0214194120888615
PTN,1133.36577422293,-1.22937281746496,0.0917419038996428,-13.4003412313067,6.01857985628514e-41,3.5114401074853e-37
ENSG00000268903,13.7250688804669,3.45582706945539,0.898383836283551,3.84671554616511,1.1971181711695e-4,0.00406068979650772
ERVMER34-1,33.3402203843376,1.16842594584375,0.358743037799757,3.25699964244585,0.00112596574776584,0.0223299965644953
NWD1,23.2279431753844,1.28722021229638,0.334877959244136,3.84384871193615,1.2111968959803e-4,0.00408469735459427
TCN1,56.6449020405334,1.65858242077321,0.307279820127489,5.39762884554238,6.75273777485546e-8,8.69067421127169e-6
ENSG00000287042,21.9885377933226,-1.44210024439751,0.441393594248718,-3.26715263471837,0.00108635092200726,0.0218055048026296
LINC01948,25.0800669597111,-1.06936071221636,0.338854106320001,-3.15581452982745,0.0016005059817103,0.0288800579359541
PCDHGA2,84.0891840093244,-1.02587364129707,0.221315573543214,-4.63534321093204,3.56345737433993e-6,2.5354144074419e-4
